age,gender,country,level_education,job,programming_experience,programming_languages,programming_language_learning_first,computing_platform,used_TPU,used_ml_methods,primary_tool_analyze_data,salary
40-44,Man,Egypt,Bachelor’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,I do not use machine learning methods,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
40-44,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,Python,Other,Once,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","250,000-299,999"
40-44,Man,Indonesia,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Once,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
40-44,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,10-20 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","150,000-199,999"
40-44,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","300,000-499,999"
40-44,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,More than 25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
40-44,Man,United Arab Emirates,Master’s degree,Data Scientist,20+ years,Python,SQL,A laptop,2-5 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
40-44,Woman,France,Master’s degree,Data Scientist,< 1 years,Python,R,A personal computer / desktop,2-5 times,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
40-44,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,6-25 times,10-20 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","100,000-124,999"
40-44,Man,India,Master’s degree,Data Scientist,10-20 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
40-44,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
40-44,Man,Japan,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","60,000-69,999"
40-44,Man,Norway,Doctoral degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
40-44,Man,Greece,Master’s degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",6-25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
40-44,Man,Thailand,Master’s degree,Data Scientist,1-3 years,Python,C,A laptop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","4,000-4,999"
40-44,Man,Argentina,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,4-5 years,Other,"2,000-2,999"
40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,2-5 times,2-3 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","80,000-89,999"
40-44,Man,Chile,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Once,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
40-44,Man,China,I prefer not to answer,Data Scientist,10-20 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
40-44,Man,United Arab Emirates,Master’s degree,Data Scientist,1-3 years,Python,SQL,A laptop,Never,Under 1 year,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","100,000-124,999"
40-44,Man,Brazil,Master’s degree,Data Scientist,5-10 years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
40-44,Man,South Korea,I prefer not to answer,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","70,000-79,999"
40-44,Man,Nigeria,Doctoral degree,Data Scientist,5-10 years,Python,SQL,A laptop,2-5 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
40-44,Man,India,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
40-44,Man,Ireland,Master’s degree,Data Scientist,10-20 years,Python,Julia,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
40-44,Man,Viet Nam,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
40-44,Man,Germany,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","80,000-89,999"
40-44,Man,France,Master’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,6-25 times,3-4 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
45-49,Man,Philippines,Doctoral degree,Data Scientist,10-20 years,Python,R,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,Other,Doctoral degree,Data Scientist,10-20 years,Python,R,A laptop,Never,10-20 years,"Advanced statistical software (SPSS, SAS, etc.)","125,000-149,999"
45-49,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
45-49,Man,Other,Master’s degree,Data Scientist,< 1 years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","10,000-14,999"
45-49,Woman,India,Doctoral degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","70,000-79,999"
45-49,Man,Canada,Master’s degree,Data Scientist,1-3 years,Python,SQL,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","100,000-124,999"
45-49,Man,Spain,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,France,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,2-5 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,3-4 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","150,000-199,999"
45-49,Man,Germany,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,10-20 years,"Advanced statistical software (SPSS, SAS, etc.)","125,000-149,999"
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,20 or more years,"Advanced statistical software (SPSS, SAS, etc.)","125,000-149,999"
45-49,Man,Germany,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,20 or more years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","90,000-99,999"
45-49,Man,India,Master’s degree,Data Scientist,5-10 years,Python,R,A laptop,Never,3-4 years,"Advanced statistical software (SPSS, SAS, etc.)","25,000-29,999"
45-49,Man,Spain,Doctoral degree,Data Scientist,20+ years,Python,SQL,A laptop,Once,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","50,000-59,999"
45-49,Man,Switzerland,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Man,Chile,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
45-49,Man,India,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,6-25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Man,United States of America,Professional doctorate,Data Scientist,10-20 years,Python,Python,A laptop,Never,10-20 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","150,000-199,999"
45-49,Man,Argentina,Master’s degree,Data Scientist,10-20 years,Python,SQL,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,20 or more years,Other,"200,000-249,999"
45-49,Man,France,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",6-25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Prefer not to say,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,20 or more years,Other,"150,000-199,999"
45-49,Man,Colombia,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A laptop,2-5 times,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","20,000-24,999"
45-49,Man,France,Master’s degree,Data Scientist,20+ years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
45-49,Man,Netherlands,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",6-25 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","80,000-89,999"
45-49,Man,Russia,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
45-49,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,Python,R,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Man,Mexico,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Russia,No formal education past high school,Data Scientist,< 1 years,Python,Python,A laptop,Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
45-49,Man,Turkey,Doctoral degree,Data Scientist,1-3 years,Python,MATLAB,A laptop,Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,Python,SQL,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","80,000-89,999"
45-49,Man,Spain,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
45-49,Man,Taiwan,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","30,000-39,999"
45-49,Man,India,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,Other,Never,5-10 years,"Advanced statistical software (SPSS, SAS, etc.)","150,000-199,999"
45-49,Man,South Korea,Doctoral degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,More than 25 times,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
45-49,Man,Brazil,Bachelor’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,2-5 times,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","20,000-24,999"
45-49,Man,Greece,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
45-49,Man,Other,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Never,20 or more years,Other,"30,000-39,999"
45-49,Man,Greece,Doctoral degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,5-10 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","25,000-29,999"
45-49,Man,India,Professional doctorate,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",6-25 times,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","25,000-29,999"
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
45-49,Man,Italy,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,2-3 years,"Advanced statistical software (SPSS, SAS, etc.)","40,000-49,999"
45-49,Man,Pakistan,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,2-5 times,10-20 years,Other,"20,000-24,999"
45-49,Man,India,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Woman,Turkey,Doctoral degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","20,000-24,999"
45-49,Man,Sweden,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","100,000-124,999"
45-49,Man,Indonesia,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Once,4-5 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
45-49,Man,United States of America,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","60,000-69,999"
45-49,Man,Germany,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Man,Spain,Master’s degree,Data Scientist,10-20 years,Python,SQL,A laptop,6-25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,2-3 years,"Advanced statistical software (SPSS, SAS, etc.)","50,000-59,999"
45-49,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Turkey,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","10,000-14,999"
45-49,Woman,South Korea,Doctoral degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,2-3 years,Other,"70,000-79,999"
45-49,Man,India,Professional doctorate,Data Scientist,20+ years,Python,Python,A laptop,More than 25 times,10-20 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","25,000-29,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,Python,R,A personal computer / desktop,Once,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,6-25 times,5-10 years,"Advanced statistical software (SPSS, SAS, etc.)","200,000-249,999"
45-49,Man,Switzerland,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",More than 25 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,10-20 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","1,000-1,999"
45-49,Man,Other,Doctoral degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Man,Nepal,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,6-25 times,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","10,000-14,999"
45-49,Man,Hong Kong (S.A.R.),Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Man,Colombia,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Woman,Iraq,I prefer not to answer,Data Scientist,20+ years,Python,Python,A laptop,Once,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,10-20 years,Other,">$1,000,000"
45-49,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,C++,Other,Never,10-20 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","150,000-199,999"
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
45-49,Man,South Korea,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","60,000-69,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Malaysia,Master’s degree,Data Scientist,10-20 years,Python,R,A laptop,Never,2-3 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","4,000-4,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",More than 25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Woman,India,Bachelor’s degree,Data Scientist,< 1 years,Python,SQL,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
45-49,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","150,000-199,999"
45-49,Man,France,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,Other,Professional doctorate,Data Scientist,10-20 years,Python,R,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,20 or more years,"Advanced statistical software (SPSS, SAS, etc.)","100,000-124,999"
45-49,Man,Ukraine,Doctoral degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
45-49,Man,India,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
45-49,Man,India,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
45-49,Man,Colombia,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","20,000-24,999"
45-49,Man,India,Doctoral degree,Data Scientist,3-5 years,Python,C,A laptop,Once,2-3 years,Other,"2,000-2,999"
45-49,Man,Sweden,Master’s degree,Data Scientist,20+ years,Python,R,A personal computer / desktop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
45-49,Man,United States of America,Professional doctorate,Data Scientist,10-20 years,Python,SQL,A laptop,More than 25 times,5-10 years,"Advanced statistical software (SPSS, SAS, etc.)",$0-999
45-49,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,6-25 times,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","150,000-199,999"
45-49,Woman,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,2-3 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","1,000-1,999"
45-49,Man,Israel,Doctoral degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
45-49,Man,United States of America,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","150,000-199,999"
45-49,Woman,Germany,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
45-49,Woman,Other,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
45-49,Man,Other,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","2,000-2,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Woman,India,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
45-49,Man,South Korea,Doctoral degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,Czech Republic,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,2-5 times,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",More than 25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","$500,000-999,999"
45-49,Man,Japan,Professional doctorate,Data Scientist,20+ years,Python,Python,A personal computer / desktop,2-5 times,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
45-49,Man,India,Master’s degree,Data Scientist,10-20 years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,3-4 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","60,000-69,999"
45-49,Woman,Egypt,Doctoral degree,Data Scientist,< 1 years,Python,SQL,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
45-49,Man,Turkey,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Turkey,Master’s degree,Data Scientist,10-20 years,Python,SQL,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","15,000-19,999"
45-49,Man,Denmark,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Israel,Bachelor’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,2-5 times,2-3 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","150,000-199,999"
45-49,Man,Spain,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","20,000-24,999"
45-49,Man,India,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,5-10 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","60,000-69,999"
45-49,Man,Poland,Doctoral degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
45-49,Man,Italy,Master’s degree,Data Scientist,10-20 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","2,000-2,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Julia,A laptop,6-25 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
45-49,Man,Italy,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","10,000-14,999"
45-49,Man,Israel,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Once,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
